StartIndst,FinalIndst,Counts
8542,8610,325
7820,5210,321
5629,5621,318
5223,5223,318
8520,8559,318
8121,7010,317
4711,7820,315
8110,8121,315
4764,4764,315
4772,4772,315
6511,6511,313
8810,8730,312
9312,9312,312
4724,4724,311
5813,5813,309
4646,4646,307
7320,7320,305
3513,3511,305
4711,8610,302
8790,8810,302
4322,4322,301
8520,9700,293
5610,5510,291
3522,3523,290
5630,8520,280
5630,4711,280
8520,8542,278
5510,5610,278
8810,8520,277
6492,6492,277
4771,8520,274
6020,6020,271
4531,4531,270
8010,8110,270
8520,8532,269
7111,7111,269
8412,8610,268
2651,2651,268
9700,8520,267
7810,7810,267
6629,8220,264
1071,1071,264
8559,8532,263
4719,4711,261
8810,8610,260
4762,4762,260
4711,4719,258
8520,8790,257
9491,9491,257
8610,8412,257
8610,8542,256
4711,4771,256
5911,6020,256
4777,4777,256
6311,6311,255
8520,8110,255
7820,8810,253
7820,6419,251
4645,4645,249
8790,8520,246
7732,7732,245
5630,5510,245
5229,5229,245
4711,5630,244
8899,8810,243
5814,5814,243
5610,7820,240
6629,6622,238
5530,5530,237
3511,3511,234
8790,8610,232
4711,6419,231
4791,4791,231
8121,4711,230
6419,6619,230
4222,4222,230
4775,4775,229
9609,9609,228
1812,1812,224
8520,9311,223
8899,8790,222
8520,8690,222
8710,8790,220
8542,8520,219
8810,8899,219
7711,7711,219
8520,8730,218
8730,8520,217
4321,4299,217
2120,7219,216
8899,8423,214
4771,4719,214
8899,8411,213
8790,8899,212
7490,7490,212
4649,4649,212
5610,8520,211
8532,8520,209
4520,4511,209
2120,2120,208
5610,4771,207
8690,8810,206
6202,6201,205
4511,4520,204
8121,5629,203
5510,5630,202
4776,4776,199
8411,8423,198
8520,5630,198
7820,4941,196
4742,4742,192
7219,2120,192
4321,4120,191
4939,4931,191
6419,6629,191
8899,8610,190
1051,1051,190
8411,8531,189
8423,8411,188
8423,8110,188
6190,6120,186
8559,8520,185
6612,6419,185
4651,4651,185
8610,8810,184
8790,8710,183
7120,7120,182
8610,8790,181
8610,8730,180
5630,7820,180
4674,4674,180
7022,7112,179
8610,8899,179
4931,4939,179
7820,8690,178
8121,7820,176
8121,8129,175
7820,6920,172
8710,7820,172
5629,8121,171
8532,8559,171
3011,3011,171
8690,8520,170
8720,8610,170
5610,5621,170
7820,8121,170
6619,6419,167
8810,7820,167
9311,8520,166
4711,8121,166
8899,8730,165
7739,7739,165
8010,8121,165
5621,5610,165
2562,2562,164
5610,8610,163
8810,8690,163
8621,8690,162
8541,8541,162
8220,8299,161
8110,8010,160
4120,4221,160
8730,8899,159
4719,4771,156
6419,4711,155
8899,8710,155
6612,6612,155
8110,8220,154
4690,4690,154
7820,5610,153
5811,5811,153
8110,8520,152
8520,5621,152
8411,8424,150
4719,8520,149
4771,5630,147
8121,5610,147
4730,4730,147
4332,4332,147
4771,8610,145
8520,6820,145
7820,8899,144
8690,8621,144
4120,4299,144
4771,7820,143
8520,4771,143
8520,8299,142
6201,6202,142
8532,8542,141
7912,7911,141
6120,6120,141
8520,6920,140
8110,4120,140
8730,7820,140
6832,8520,139
5510,4711,139
8899,8891,139
4211,4211,139
2811,2811,138
8520,5610,137
4771,5610,137
8129,8129,137
9312,8520,136
8720,8720,136
5621,8520,135
8130,8130,135
5630,8610,134
4329,4329,134
8520,9312,133
6512,6622,133
7820,8110,133
7820,8542,131
4674,4673,131
6201,6209,131
4532,4532,131
8520,5629,130
8532,8531,130
8790,7820,130
7911,7912,130
6820,8730,129
8891,8899,129
8129,8121,129
1082,1082,129
7820,8299,127
4711,8810,127
8411,8899,127
4110,4110,127
8411,9311,127
6820,8520,126
7820,8710,126
7820,8790,126
8520,9499,126
8299,8520,125
8710,8621,125
7820,2910,125
8710,8690,124
9311,8411,123
1089,1085,123
7820,8411,122
4671,4671,122
5610,4719,122
4939,4939,122
6920,7820,121
8520,8710,120
8541,8532,120
5210,4941,120
5621,8121,120
7112,7022,120
9499,8520,119
8121,8610,119
8690,8710,119
7820,4771,119
7820,8730,118
5630,4771,118
9313,9313,118
8531,8411,117
8121,5621,117
8121,8010,117
5229,5210,117
6419,8520,116
8610,4711,116
9412,9412,116
2511,2511,116
4719,8610,114
6832,6820,114
5510,7820,114
4941,5210,114
6202,6209,113
3521,3522,113
8510,8520,112
4771,6419,112
1012,1012,112
5911,5911,112
8423,8220,112
8121,5630,112
4779,4779,112
4666,4666,111
1039,1085,111
8510,8510,111
8520,8220,111
7820,5630,111
7820,5320,110
5510,8520,109
4719,7820,109
8899,8412,109
4634,4634,109
7022,7820,108
4711,8891,108
6920,8520,107
7820,7022,107
1721,1721,107
4711,8730,106
8520,8424,106
5610,8121,106
6209,6202,105
4711,5510,105
6391,6391,105
8690,7820,104
8730,8690,104
2223,2223,104
9601,9601,104
8412,8411,103
8542,7820,103
7010,8121,103
8790,8720,103
8559,8531,102
8899,7820,102
4711,8899,101
8520,8510,101
2540,2540,101
4771,4772,101
8710,8520,100
7820,8531,100
8542,8532,100
5630,8121,100
3312,3312,99
4711,8542,99
8423,8899,99
4711,4773,99
2229,2229,98
4711,8411,96
8621,8710,96
4711,8531,96
4711,9200,96
6630,6630,96
4531,4532,96
7820,4719,95
5629,8520,94
5610,5629,94
8520,6832,94
4120,6820,93
4711,6920,93
7820,2932,93
4652,4652,93
3523,3523,93
8730,6820,92
7022,6920,92
6419,7820,92
4719,5610,92
8531,8559,92
4299,8110,92
8810,9700,92
8790,8690,91
8520,7022,91
7810,8520,90
5621,4711,90
8790,8622,90
7820,1085,90
4633,1051,90
2410,2410,90
7022,8520,89
7112,4120,89
8121,8810,89
7820,6202,89
6612,6619,89
4771,4764,89
9001,9001,89
5610,8542,88
8559,7820,88
8121,5510,88
8610,8110,88
6621,6621,88
4762,4778,87
4673,4674,87
4642,4642,87
8690,8790,86
8010,5629,86
4941,7820,86
3250,3250,86
2932,2932,86
4672,4672,86
4120,4321,85
8520,8425,85
210,210,85
4764,4711,84
7820,8532,84
8520,7810,84
7820,5510,84
4711,4511,84
4753,4753,84
4334,4334,84
6622,6629,84
9104,9104,84
4719,5630,84
5210,7820,83
9700,8810,83
8531,8532,83
8891,8510,83
5629,5610,83
6130,6130,83
4762,4711,82
8542,8531,82
8610,8559,82
9312,9311,82
7912,7912,82
4120,4222,82
8424,8520,81
7820,6190,81
7490,7112,81
7219,8542,81
8299,7820,81
4764,4771,81
6920,7022,81
6419,7022,81
8110,7112,80
7820,5629,80
8520,5510,80
1623,1623,80
4719,4778,80
4742,4754,80
7820,8559,80
8899,9700,80
8121,8531,79
4771,8891,79
8610,9313,79
5610,6419,78
3821,3811,78
5510,8121,78
4120,8110,78
8411,8610,77
4771,8542,77
8690,8730,77
4711,8790,77
4778,4649,77
8413,8413,77
4791,5320,77
9319,9319,77
3822,3822,77
6419,6492,77
8621,8520,76
8531,8542,76
6820,4120,76
8720,8810,76
1089,1012,76
8520,4719,76
8542,8559,76
9312,4711,75
7820,6820,75
8899,8542,75
5610,8710,75
1085,1085,75
8121,8122,75
1013,1013,75
5911,6130,75
8531,4711,74
4711,8710,74
4711,8690,74
8532,8541,74
6512,6629,74
4631,4631,74
1085,1089,74
7820,8220,74
8810,4711,73
4771,8411,73
8559,8542,73
3030,2651,73
4761,4761,73
7021,7021,73
8610,8121,73
8610,5630,73
5621,5630,73
2892,2892,73
6629,6512,73
4321,4322,73
8411,8413,73
4339,4339,73
4120,4110,73
9102,9102,73
8110,8610,72
8520,7112,72
8220,7820,72
5610,8810,72
8899,8690,72
7820,1012,72
1101,1101,72
8520,9491,72
8891,4711,71
7022,8299,71
6492,6419,71
4772,4771,71
2120,8690,71
7820,4791,71
8520,8621,71
4639,4690,71
9312,5630,71
4643,4643,71
8122,8122,71
8623,8610,70
9700,8610,70
7820,7112,70
8520,4120,70
8532,7820,70
7820,4673,70
8520,8541,70
7410,7410,70
4791,4752,70
6831,6832,70
8899,4711,69
3600,8110,69
5630,6419,68
8110,7820,68
8891,8810,68
4711,9499,68
4711,8010,68
4110,4299,68
4711,4778,68
8510,8891,68
2829,2829,68
7820,1071,68
5630,8542,67
8720,8790,67
8411,7820,67
8690,8899,67
8291,8291,67
5610,8891,67
5819,5819,67
8730,8720,67
9511,9511,67
8542,4711,66
4742,6190,66
9311,9312,66
8720,8690,66
4711,5621,66
7112,7490,66
1089,1089,66
8122,8121,66
4531,5320,66
8610,7022,66
4752,4711,65
8610,8411,65
8899,8531,65
2651,3030,65
8411,8412,65
5222,5222,65
8110,7010,65
4761,4763,65
4120,8520,64
8299,8610,64
2222,2222,64
5610,8299,64
6920,6419,64
6209,6201,64
9700,8899,64
8542,7219,64
5630,4719,64
5320,4941,64
1071,4724,64
2221,2221,64
8899,8559,64
4711,4752,64
6420,4110,64
7820,1013,64
3821,3821,64
5520,5520,64
7312,7312,64
7112,8520,63
8891,8610,63
8559,8610,63
6202,6190,63
7820,4120,63
8531,7820,63
5630,5621,63
4711,4639,63
4711,9311,63
8790,6820,62
8899,6820,62
6419,6920,62
8121,8730,62
8121,8710,62
8542,8899,62
4711,8220,62
4711,4730,62
2363,2363,62
7010,8110,62
6499,6499,62
4722,4722,62
4920,4920,62
8425,8520,61
4941,4711,61
8690,8542,61
5630,5629,61
1920,4671,61
5610,9200,61
4711,6512,61
6622,6512,61
3320,3320,61
4391,4391,61
2712,2712,61
3832,3832,61
5813,4711,60
7112,7820,60
3109,3109,60
4771,4778,60
6910,8520,59
8412,8520,59
9311,4711,59
8430,8411,59
4711,9312,59
5630,8810,59
7820,8010,59
4778,4719,59
7820,6910,59
4532,4520,59
5610,4724,59
6419,6499,59
9491,8520,58
8610,8622,58
8110,5629,58
5630,8531,58
5630,9312,58
9499,8899,58
8121,4719,58
4711,4941,58
4711,4759,58
8299,8121,58
8531,8121,58
5210,5320,58
5914,5914,58
8299,7022,58
1089,1013,58
4711,6190,57
4711,7112,57
5610,6920,57
8411,8542,57
4711,8299,57
4711,5629,57
5610,8531,57
7820,4639,57
8520,8412,57
7820,7010,57
6619,7022,57
1039,1039,57
4778,8520,56
8730,4711,56
9200,4711,56
8010,4711,56
8899,8299,56
8622,8622,56
4322,4120,56
5610,8790,56
5320,7820,56
4711,5310,56
4942,4942,56
4322,4321,56
6420,4649,56
9312,5610,56
8810,8720,56
7820,3513,56
9312,9319,56
8610,9700,56
1012,1013,56
3012,3012,56
4221,4221,56
5629,4711,55
4772,4711,55
8010,7820,55
4778,4771,55
4511,4531,55
8810,8121,55
4799,4799,55
4741,4741,55
7490,8520,54
8541,8520,54
7022,8610,54
6512,6419,54
6820,8790,54
5510,4771,54
7820,5621,54
4531,4511,54
4211,4299,54
1105,4634,54
4724,5610,54
4771,4777,54
5621,8110,54
6202,7022,54
4719,4645,54
5224,5224,54
7500,8411,53
8520,8423,53
8299,8899,53
7820,7219,53
8520,6910,53
5829,5829,53
147,147,53
2562,7112,52
4711,4120,52
9312,7820,52
8542,8690,52
4771,5510,52
5621,5510,52
6820,8899,52
7112,7111,52
4711,5210,52
8610,5610,52
3521,3521,52
4711,7022,52
2562,7022,52
4651,9511,52
9329,9329,52
6820,6832,52
4771,4775,52
4765,4765,52
9200,8520,51
4764,8520,51
4778,4711,51
6920,8610,51
8542,8411,51
8520,6419,51
6820,8810,51
4711,6202,51
4711,7810,51
8559,8899,51
1107,1107,51
7022,6910,51
7820,2229,51
4711,8110,51
8520,8560,51
4730,4711,50
8622,8610,50
8810,6820,50
5610,8730,50
3316,3316,50
6820,7820,50
4120,7820,50
8520,7490,50
6920,6619,50
4771,6910,50
4675,4675,50
4649,6420,50
8541,8559,50
3700,3700,50
4771,4642,50
4931,4910,50
8299,9700,50
8423,8520,49
4724,4711,49
5510,8610,49
3317,7112,49
4321,7112,49
4711,6820,49
5630,6920,49
8541,8542,49
8121,8542,49
5630,8790,49
5510,5629,49
4771,8810,49
5630,9200,49
8230,8230,49
7320,7311,49
7820,1089,49
7112,6831,49
9602,5630,49
8891,9700,49
4729,4729,49
4639,4711,48
9312,8610,48
5510,6820,48
5630,8730,48
9700,8730,48
4642,4771,48
4711,8532,48
8520,6202,48
7820,8424,48
8710,8899,48
8610,8891,48
7820,6209,48
2120,4646,48
5610,8220,48
8520,9609,48
8299,5610,48
2312,2312,48
9499,6622,48
8520,7010,48
8730,9700,48
4638,4638,48
9609,8520,47
8411,4711,47
8110,4711,47
4110,6820,47
8541,8531,47
4752,4673,47
5610,9312,47
5610,7810,47
4711,8424,47
8899,9499,47
4771,4759,47
7820,7311,47
7820,4299,47
8810,8891,47
6419,6512,47
4661,4661,47
811,811,47
4711,4762,47
7820,9700,47
4932,4932,47
7820,8292,47
8292,8292,47
6419,8610,46
5610,8411,46
9700,8299,46
4771,8531,46
5629,7820,46
6910,7820,46
4299,7820,46
8531,8899,46
6630,6619,46
9312,8010,46
5229,4941,46
5630,6910,46
8730,8121,46
5629,5630,46
8542,5610,46
6419,6622,46
5610,7010,46
4321,8110,46
2829,2825,46
4941,5229,46
1072,1072,46
7820,1039,46
5629,8610,45
2599,2599,45
6512,8710,45
4651,4666,45
4711,4931,45
7820,8621,45
5610,6910,45
8520,4299,45
6420,6420,45
1013,1089,45
9311,5630,45
2825,2825,45
1031,1031,45
4673,2030,45
2561,2561,45
4632,4632,45
6619,6492,45
3311,3311,45
6920,4711,44
8220,8610,44
8610,6920,44
5630,8710,44
8891,8790,44
7820,8423,44
7022,6619,44
7112,2562,44
6419,6630,44
7820,4646,44
6820,6831,44
4719,8121,44
4724,1071,44
8411,7500,44
2361,2363,44
9411,9411,44
113,113,44
5610,9311,44
